id,date,text
146,2024-01-13,за последние пару лет llmки забавно прибавили в весе и многие модели не влезают в типичную пользовательскую gpu а инферить умного ассистента локально ой как хочется как выход можно держать веса в озу или на диске и подгружать по мере необходимости то есть заниматься offloading есть offloading когда все вычисления происходят на gpu и используемый в где часть вычислений на gpu а часть на cpu основная проблема в том что передача данных с gpu на cpu занимает уйму времени и большая часть времени уходит на операции с памятью пока ядра простаивают и работает все дико медленно отсюда следует вывод что ключом к ускорению является минимизация передачи данных между cpu и gpu в ранее было замечено что в слоях трансформера активируется малая часть активаций для конкретного входа здесь же развили идею и заметили что нейроны активируются неравномерно и некоторые активируются часто так называемые а другие же только время от времени в частности для 26 для 43 наиболее часто активируемых нейронов отвечают за суммарной величины активаций статистики активаций считаются в режиме на подвыборке из c4 и wikipedia отсюда возникает идея держать горячие коих не очень много нейроны на gpu постоянно а холодные предсказывать с помощью специальных слоев и подгружать по мере необходимости оказывается даже что практичнее не выгружать холодные нейроны на gpu для малых батчей а считать на cpu следующий нюанс в том что делать со слоями предсказывающими активные нейроны среди держать их памяти накладно для больших моделей а наивное использование предикторов с меньшим числом параметров просаживает качество и оказывается что в слоях где больше sparsity можно использовать более слабый предиктор и потому размер предиктора подбирается для каждого слоя отдельно на gpu мы работаем с матрицами фиксированного размера и потому пользуемся эффективными ядрами для а для cpu обладающим куда меньше параллелизмом отдельные произведения считаются и так эффективно
147,2024-01-13,тестируют на моделях семества optllama 2 и falcon код основан на llamacpp рассматривают 2 конфигурации pchigh с intel и pclow и c нормальные такие геймерские компы достигает впечатляющего ускорения в раз на длинных последовательностях и моделях на ускорение не столько велико до 3х раз но тоже весьма достойно в powerinfer большинство вычислений происходит на gpu в то время как в llamacpp основную вычислительную нагрузку берет себя не столь быстрый cpu все компоненты метода полезны но наиболее важной по всей видимости является то что критичные для вычислений нейроны сидят все время на gpu метод дает ускорение и при квантизации в 4 бита оверхед от предикторов холодных нейронов по сравнению с общим методом инференса качество моделей просаживается статзначимо при используемой схеме fixed contextual sparsity а если проверить на mmlu метод настолько хорош что даже на относительно слабой rtx 4090 на коротких последовательностях метод уступает всего лишь на 2030 в скорости оптимизрованному gpu движку на a100 полезный и сильный результат основанный на наблюдениях из прошлых работ по существу сочетание fixed и contextual sparsity с эффективной реализацией учитывающей специфику вычислений на cpu и gpu
148,2024-01-15,moe использующие лишь часть параметров на инференсе дают значительную экономию вычислений однако sotaмодели оказываются слишком тяжеловесными для многих gpu и встает вопрос эффективного оффлоадинга наивная подгрузка экспертов работает довольно медленно изза передачи большого обьема данных с озуram на gpu возникает вопрос можно ли оптимизировать данную процедуру и ответ как можно было заранее догадаться да чтобы понять как оптимизировать загрузку экспертов авторы смотрят на то как активируются эксперты и оказывается что в конкретном слое один и тот же эксперт может активироваться 24 раза подряд потому если их оставлять в памяти они будут доступны при прогонке следующего токена отсюда возникает идея поддерживать кэш токенов и сгружать экспертов на диск по необходимости следующий нюанс в том как загружать блоки для обычных трансформеров никакой проблемы нет но для экспертов заранее неизвестно какие активируются но можно воспользоваться стратегией из где предсказывали активные нейроны по активациям предыдущего блока и отбирать экспертов подавая в gating функцию на следующем блоке текущие активации это работает в силу residual структуры трансформера чтобы уменьшить размер модели используется квантизация не самый очевидный выбор ибо это datafree квантизация уступающая более продвинутым подходам но раз работает то и ладно говорят не завелось может надо было квантовать в больше чем 1 бит квантуют в 4 бита экспертов в 2 и 3 бита рассматриваются две конфигурации системы условный colab с бесплатной gpu и хороший геймерский пк для gpu c 12gb vram можно держать кэш из 2 экспертов а для 16gb влезают 4 чем больше размер кэша тем больше вероятность того что эксперт лежит в кэше и точность удачного выбранная схема квантования более менее оптимальна так как квантизация attention в меньшее число бит уже сильно просаживает качество а 4 бита некритично хуже fp16 конечные конфигурации в 45 раз меньше по размеру базовой модели некоторая просадка по качеству на бенчмарках есть но приемлемая все компоненты метода экспертов заметно ускоряют инференс итоговое ускорение порядка раз на rtx3060rtx3080 и до раз на t4 по сравнению с наивной реализацией в accelerate для прикола замеряют еще и на a100 куда влезает квантованная модель и так для сравнения простой и разумный подход с практически полезным результатом по всей видимости умный оффлоадинг одно из самых если не самое перспективное направление ускорения моделях на пользовательских устройствах однако букву о гармонично вставить в название канала не получается кажется что результаты работы можно улучшить за счет более сильного алгоритма квантизации экспертов уменьшив просадку качества
149,2024-01-16,низкоранговые адаптеры уже давно используются при дообучении больших языковых моделей на downstream задачи эффективность данного метода основана на наблюдении что при дообучении на малые задачи разница между исходными и дообученными весами обладает низкоранговой структурой то есть основная масса концентрируется в нескольких первых сингулярных векторах однако данное утверждение приближенное и поэтому lora по всей природе неспособная учить высокоранговые добавки не всегда сравнивается по качеству с дообучением всей модели другая опция малопараметрической добавки к матрице весов разреженные матрицы а совместив низкоранговую с разреженной добавкой получаем своего рода метод принциапиальных компоненты с шумом который используется много где рекомендую со стивом брантоном основная техническая сложность использования разреженных матриц на gpu благо при сильном прореживании неплохо работают ядра из специальных библиотек в частности sputnik как можно догадаться суть работы в том что совместили низкоранговый и lowrank adapter и дообучили на downstream задачах разреженную маску получают на основе самых больших элементов авторы отмечают что отдельно диагональ для адаптера работает не очень но хорошо в связке с низкоранговым адаптером авторы анализируют точность приближения суммой низкорангового и sparse приближения на одном слое и оказывается что минимум ошибки достигается при сопоставимом вкладе от lowrank и sparse компоненты чем больше доля параметров от исходной тем эффективнее перекладывать в sparse который уже не такой sparse метод валидируют на и датасетах математика без подвоха при фиксированном бюджете некоторая смесь обычно с примерно равной долей sparse и lowrank компоненты дает лучшее качество по отдельности lowrank и sparse не так хороши больший адаптер работает обычно лучше и самой большой с суммарным числом обучаемых параметров 160m почти сравнивается по качеству с полным файнтьюном все эксперименты влезают на одну 24gb памяти выбор разреженной маски на основе усредненного градиента и диагонали фишера дает примерно качество в статье не говорится но знаю лично от авторов что случайная маска и по абсолютной величине весов работает хуже поиск эффективных и выразительных адаптеров архиважная задача ибо пользователи без highend gpu только так и могут обучать современные llmки на целевую подзадачу lora и ортогональные адаптеры показывают себя неплохо в конкретных приложениях но ограничены в выразительности по природе своей и оптимальный адаптер по всей видимости представляет собой некоторую смесь низкопараметрических матриц ее правда надо еще сначала найти
150,2024-01-18,статьи нет обычно наоборот marlin ixed uto egressive ear kernel новое быстрое ядро fp16xint4 для инференса llm с большими батчами как известно вычисления на современных gpu для современных gpu обычно memory bound и можно получить заметное ускорение даже с fp умножением за счет одной лишь подгрузки весов в кэши и идеальное ускорение которое дает int4 4x однако с увеличением размера батча мы начинаем выходить на computebound и выигрыш от имеющихся ядер не использующих tensor cores исчезает то есть они становятся медленее fp16 native матричных операций в этом репозитории выложена реализация нового ядра оптимизирующего работу с кэшами и позволяющего иметь значительное ускорение по сравнению с fp16 даже на больших батчах основные фичи следующие 1 префетчинг 2 использование активаций в вычислениях несколько раз до загрузки сгрузки 3 асинхронная загрузка весов модели 4 тонкая настройка порядка операций квантования деквантования и матричных умножений с tensor cores для максимальной утилизации железа 5 оптимизация конфигурации варпов групп потоков на gpu в итоге удается достичь почти идеального speedup 4x по сравнению с fp16 на батчах до 32 и иметь ускорение даже на больших 64128 в то время как безйлайны из становятся в 2x медленее fp16 с батчей 16 ускорение имеет место на нескольких gpu поколения ampere a10 a6000 rtx 3090 и сохраняется даже на пониженных частотах на поколении hopper пока нет реализации
151,2024-01-18,видала я статьи без кода но код без статьи такого я в жизни ещё не встречала
152,2024-01-23,кода нет как и моделей и датасета обучить здоровенную модель на здоровенном датасете здоровенное число итераций которая умеет во все и всея большого ума не надо поставил обучаться на десятках тысяч видеокарт на несколько месяцев и готово а вот получить небольшую модельку способную в сложные логические конструкции и заключения решение задач по математике вот это уже настоящее мастерство и искусство в разбираемой статье авторы обучили семейство сетей небольшого размера от до которые превосходят по доле правильных решений куда более крупных конкурентов в великом множестве статей ранее было показано что синтетические данные сгененированные могучей сетью аля gpt354 позволяют добиться значительно более высокой эффективности обучения по сравнению с типичным корпусами собранными из интернета в частности можно дотюнить и многое и многое другое или обучить с нуля серия моделей и математические датасеты невелики по размеру в частности имеет всего примеров в обучающей выборке и наивное обучение приведет к переобучению потому авторы аугментируют данные с помощью перефразируя вопросы и добавляя нерелевантный контекст чтобы обеспечить качество данных убирают слишком короткие и не содержащие числа задачи кроме того выфильтровали задачи которые оказались похожи на тестовые по nграмному сравнению итого вышло более 1 синтетических задач токенов однако одно лишь это не позволяет преодолеть порог в top1 accuracy на тесте следующим краеугольным камнем работы является использование проверятеля которая оценивает корректность каждого шага решения мотивация заключается в том что одно решение может быть неправильным но если сгенерировать несколько то хотя бы одно да залетит и модельverifier учится определять корректные шаги в решении обучают ее следующим образом берут 3 чекпоинта модели решающей с разных итераций обучения более ранние больше ошибаются и учат предсказывать корректность конкретного токена в решении если модельрешатель решила задачу верно то все токены в последовательности размечаются как верные label 1 иначе наоборот вся последовательность как неправильная сэмплируют решений на из 7к примеров в обучающей выборке таким образом рецепт успеха состоит из основных идей 1 аугментация датасета 2 обучение модели проверятеля оценивающей правильность конкретных шагов совместно с моделью решающей задачи
153,2024-01-23,модельрешатель и модельпроверяльщика инициализируют из преобученных одно лишь увеличение размера моделирешателя дает небольшой прирост качества потому добавления проверяльщика критично для достижения хорошего результата любопытно что увеличение дает качества чем модели решателя сэмплируются 48 решений из которых подается лучшее в качестве ответа самая лучшая модель достигает качества в что больше чем у gpt35 породившей в определенном смысле данную модель и открытых моделей дообученных на решение математических задач поверх llama 2 7b и 13b gpt4 для справки добивается точности метод проверяют и на другом известном бенчмарке и там тоже получают сильный результат ожидаемо инициализация работает хуже чем обучение с чекпоинта phi15 хоть я бы ожидал большей разницы прикольное и эффектное решение тем не менее уместно заметить что стоимость инференса при использовании моделипроверятеля возрастает кратно числу сгенерированных модельюрешателем ответов и выигрыш от использования меньшей модели надо умножать на число прогонов после чего сравнить с качеством при одноразовой прогонке через большую модель
154,2024-01-23,и из забавного на ночь от коллег вывод одной модели на задаче из gsm8k
155,2024-01-26,спасибо как известно дообучение на грамотным образом собранных инструкциях позволяет заметно повысить полезность llmок для создания широкопрофильного ассистента требуется обучение на широком и разнообразном наборе инструкций к сожалению не все модели обладают достаточной емкостью чтобы впитывать все подаваемое знание через трубочку и на практике происходит catastrophic forgetting при переходе от одного типа инструкций к другому естественным решением проблемы являются смеси экспертов moe каждый эксперт условно соответствует некоторому домену в работе наделали реплик ffn слоев и дообучили но такой подход довольно дорогостоящий по памяти для больших моделей суть метода проста как пробка раз полноценные ffn слои дорогие даешь смесь bottleneck экспертов аля lora c активацией посередине и чтобы необучаемые параметры было еще проще уместить на gpu заквантовать необучаемые параметры в 4 бита как в обучают все хозяйство на смеси 520к инструкций в сумме обучение длится одну эпоху в качестве основных моделей берут llama27b llama213b yi34b потому что llama233b не выпустили если я правильно понял модель дообученная на наборе инструкций c qlora называется camel а эксперты со смесью lora адаптеров как и в mixtral создают 8 экспертов из которых активируются только 2 модель валидируют на разнообразных бенмарчках знания в разных предметных областях hellaswag commonsense reasoning код gsm8k элементарная математика и др ожидаемо опережает базовую модель по метрикам и самая большая модель выглядит якобы даже сильнее большего с плотными экспертами и однако если присмотреться кажется что разница между camel и camelidae не оченьто велика и вероятно основной прирост от удачного выбора смеси инструкций вероятно в camelidae больше обучаемых параметров смеси экспертов в исходной формулировке или как адаптеры выглядят логичным решением для модели ориентированной на решение широкого круга задач однако в данном случае не очевидно насколько эффективен а не эксперимента благоприятствуют хорошим результатам
156,2024-02-02,многие из вас читают статьи про диффузионные модели в них регулярно возникает таинственная и загадочная внушающая благоговейный трепет сущность под названием stochastic differential equations и эти самые описывают диффузионные процессы в непрерывной формулировке потому разные продвинутые солверы и методы сэплирования в том или ином виде зиждятся на теории стохастических дифференциальных уравнений однако классическая литература по данной теме довольно сложна и оперирует множеством сложных понятий из теории меры разными борелевскими сигмаалгебрами и тяжела для освоения читателю без сильного математического бэкграунда двое авторов из aalto university откуда вышло немало ярких работ по генеративным моделям выпустили по sde доступную широкому кругу читателей достаточно иметь за плечами стандартный вузовский курс по диффурам и теорверу с упором на приложения написано очень доступно и понятно и упражнения в конце глав вполне себе посильные а не как обычно бывает рекомендую всем тем кто получить некоторую математическую базу для понимания диффузии
157,2024-02-03,кода нет было еще в последнее время был достигнут значительный прогресс в ускорении диффузионных моделей тем не менее инференс на мобильных устройствах работает все еще скорость генерации диффузионной модели определяется сэмплирования и стоимостью на текущий момент большинство внимания уделяется ускорению моделей за счет первого фактора изобретением новых солверов алгоритмов пошаговой дистилляции оптимизации архитектуры уделяется же значительно типичные модели хороши для gpu но тяжеловаты для мобилок потому имеет смысл сохраняя качество в этой работе основное внимание уделено как раз архитектуре но и про уменьшение количества шагов сэмплирования тоже не забыли за основу берут stablediffusion v15 первая оптимизация мотивированная прошлыми работами и уборка дорогих и не очень полезных attention с самого высокого разрешения кроме того на разрешении оставляют только crossattention с текстовыми токенами потому что selfattention с 1024 все еще дорогой таким образом selfattention есть только на разрешении кроме того объединяют проекции key и value чтобы еще чутьчуть сэкономить на параметрах заменяют на который более эффективен на мобилках и приятнее с точки зрения последующего квантования модели и на в последнем случае обученную с softmax модель файнтьюнят 10к шагов с relu и якобы не теряют в качестве и уменьшают expansion в слоях с 8 до 6 без просадки в качестве вместо обычных сверток 3x3 используют с меньшим числом параметров и операций утверждается что качество не просаживается кроме того уменьшили общее количество блоков с в sd до целевая модель должна иметь не более и на инференсе авторы запустили перебор разных конфигураций блоков и ширин каналов детали процесса опущены и отобрали самых удачных кандидатов для пошаговой дистилляции были рассмотрены две стратегии 1 в 8 шагов сэмплирования 2 с адверсариальным лоссом кроме того вместо исходного автоэнкодера из sd авторы обучили свой более компактный но кодирующий в каналов вместо х потом его еще запрунили непонятно как полученный vae и быстрее и лучше по метрикам
158,2024-02-03,модель обучали на 150m изображениях из шагов на разрешении 256x256 и шагов на 512x512 качество замеряют по fid и clip на 30k изображениях из mscoco следуя стандартной практике кроме базовой модели c 400m параметров обучают еще более компактную версию c 300m параметрами на приложенных картинках все модели генерируют примерно одинаково хорошо на одном уровне с sdxl что с 50 шагами сэмплера что с прогрессивной дистилляцией в 8 шагов что с в одношаговое сэмплирование по метрикам md сэмплирующая в 50 шагов на уровне sdv15 8 шагов имеет немного худший fid и одношаговая уже просаживается заметно по скорости выходит вполне себе здорово при сэмплировании в 8 шагов md почти в быстрее разобранной ранее snapfusion которую тоже дистиллировали в 8 шагов генерации а в режиме одношаговой генерации удается достичь скорости в на изображение при замерах на iphone 15 достойный технический результат с использованием разных техник и приемов из прошлой литературы однако для полноты неплохо было бы иметь sidebyside evaluation c sd и замеры разнообразия генераций
159,2024-02-10,альпаки бывают не только llmками но ещё и домашними питомцами
160,2024-02-10,толькотолько мы с коллегами выкатили как конкуренты нанесли ответный удар llmки становятся все круче новые модели датасеты с инструкциями выходят почти на ежедневной основе однако самые сильные из опенсорсных моделей llama270b с дохреналлионом файтьюнов микстраль и загадочное нечто под названием не влезают в колаб или условную rtx 30904090 квантизация в 4 бита до недавних пор бывшая недостаточна чтобы позволить уместиться такой здоровенной модели на щупленькую видеокарту а предыдущие методы квантизации в 23 бита ломают заметно модель и проще взять меньшую модель в большей точности но свежие работы открывают дорогу к инференсу оверсайзд моделей на хорошей геймерской gpu quip решетка потому что e8 решетка квантования стоит на трех 1 2 решеточная векторная квантизация 3 неквантованных параметров 1 как известно веса больших языковых моделей обладают выбросами outliers плохо поддающимися квантованию и в ряде прошлых работ было предложено их тем или иным образом изолировать здесь же следуя своей прошлой работе авторы домножают веса на случайное преобразование благодаря которому величины и чувствительности параметров растекаются равномерно по матрице отличие от прошлой работы в том что вместо произведения кронекеровских матриц для параметризации ортогонального преобразования используется случайное более эффективное вычислительно и не уступающее по качеству 2 поэлементная квантизация не совсем оптимальна в том смысле что оптимизирует ошибку в пределах некоторого гиперкуба если рассматривать группы весов а в действительности группы весов распределены в некотором шаре а объем шара того же диаметра что и сторона куба в большой размерности много меньше описанного вокруг него куба и при том же количестве кластеров квантованных значений можно добиться значительно меньшей ошибки для используемой в работе квантизации группами по 8 весов оптимальная решетка как было сравнительно недавно 3 чтобы уменьшить ошибку квантизации можно потюнить модель воспроизводить выходы слоев исходной модели как и в aqlm авторы сначала дообучают неквантованные модели на уровне трансформера а на обучают уже все неквантованные параметры на минизацию разницы между сжатой моделью и исходной fp16 для больших битностей 34 бита используется когда ошибка квантизации еще раз квантуется и конечный вес представляется в виде суммы квантованного веса и квантованной ошибки
161,2024-02-10,одним словом вышло здорово валидация стандартная бенчмарки по перплексии и подборка zeroshot из на битностях 234 опережают известные методы по качеству почти везде отрыв от aqlm небольшой но все же есть quip достигает при квантовании в отдельные конфигурации aqlm паретооптимальны в 2526 битах имеет влияние на качество модели но неквантованных параметров накидывает кроме того все это хозяйство можно вполне эффективно инферить с приемлемой производильностью при этом авторы отвечают что среди них нет мастеров по написанию cuda кернелов и можно еще ускорить генерацию сильный результат и красивая математика гонка по сжатию llm становится все захватывающее интересно какова же всетаки битность парето кривой при использовании самого лучшего из возможных методов квантования моделей и как скоро мы посадим почти lossless 70b модель на сolab
162,2024-02-12,возникла следующая мысль навеянная работой то minicpm отличный разбор у типичные scaling laws для обучения языковых моделей имеют следующий вид где лоссфункция на отложенной выборке ошибка идеальной модели число параметров в модели число токенов на обучении некоторые константы но в них никак не фигурируют детали обучения расписание вероятно они не явно зашиты в константы но зависимость нетривиальная при нулевом learning rate ничего учиться не будет очевидно при learning rate выше некоторого порога лосс улетит в стратосферу потому данный закон справедлив в некоторой области параметров при большем модель больше подстраивается под значение батча но в то же время больше информации чем было в train она постичь не может полюбому и для точной сходимости к оптимуму по всей видимости необходимо иметь малый learning rate в конце обучения чего можно добиться условным косинусом линейным или угасающим интересно насколько кроме самой архитектуры и данных качество полученной модели зависит от параметров обучения и насколько оптимально подобраны рецепты обучения всех этих шиншилл ллам мистралей и прочей живности
163,2024-02-16,полагаю все уже успели полюбоваться новым детищем от openai под названием sora классные разборы уже появились у светочей и рупоров отечетсвенного ai п как и веселые со своей стороны лишь накину пару мыслей и соображений после прочтения отчетов и залипания в видосики в отчете ожидаемо given the competitive landscape and the safety implications блаблабла не прозвучали какиелибо детали о сборе и фильтрации датасета архитектуре пайплайне обучения на основе отчета можно сделать 1 архитектура модели некий здоровенный работающий на патчах 2 модель есть энкодер превращающий видео с большим пространственным и временным разрешением в некое компактное латентное представление в котором и происходит диффузионный процесс и декодер превращающий латенты обратно в видео 3 модель можно обуславливать на текст текст изображение и использовать для продолжения коротких клипов кроме того можно редактировать видео с помощью промпта и интерполировать два ролика осмысленным образом 4 в процессе обучения модели по всей видимости на вход подавались и изображения и картинки картинка эквивалентна видео из одного кадра 5 модель обучалась на исходных необрезанных картинках благодаря этому она не генерирует обрезанный контект и способна работать в любом разрешении интересно как они батчевали кадры разного разрешения возможно encoderdecoder способен приводить все к одному разрешению обуславливаясь на разрешение входа а может модель настолько большая что батч больше одного все равно не лезет в сие чудище 6 модель обладает пространственновременной консистентностью закрытие одного обьекта другим occlusion не приводит к характерным артефактам 7 генерировать можно ролики и изображения с разрешением до 2k 8 как и в dalle3 большую роль играют синтетические описания сгененированные специально обученной для этого моделью 1 по всей видимости модель под капотом и обьем данныхвычислений потраченных на обучения модели реально колосалльны скорее всего сама модель значительно больше чем sdxl emu и иные модели о которых хоть чтото известно 2 полагаю что в обучении было задействовано много синтетики зарендеренной unreal engine 5 или чемто подобным многие ролики напоминают генерации движка 3d графики таким образом можно задавать пространственновременную информацию куда более явно чем weak supervision с огромного числа видеороликов и клипов
